lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
107,1,87.5,11,13,4,2,2,0,0,1
12,0,140.0,3,30,4,4,1,0,3,0
0,0,89.75,11,16,3,1,0,0,0,1
157,0,135.9,9,30,4,2,1,0,3,0
5,2,157.0,4,21,4,3,0,0,3,1
6,0,67.0,12,8,2,1,0,0,0,1
3,0,110.0,5,9,0,10,5,0,3,0
1,1,12.0,10,10,3,1,1,0,0,1
62,1,140.63,11,6,4,2,2,3,0,1
91,0,40.0,9,30,3,2,1,0,0,1
57,0,148.95,4,28,4,2,0,0,0,1
42,0,72.0,11,22,3,3,0,0,0,1
93,0,134.1,8,3,4,4,1,0,0,0
10,0,110.0,5,29,2,5,3,0,0,1
16,1,166.0,7,30,4,1,1,0,3,1
48,1,139.5,10,11,4,3,0,0,3,1
205,0,125.0,5,29,3,1,2,0,0,0
5,1,105.0,11,2,4,2,1,0,3,1
93,1,85.5,8,15,4,3,2,0,0,0
105,0,110.97,10,28,2,2,1,0,4,1
98,0,94.5,7,12,4,1,0,3,0,0
235,1,73.95,11,29,4,4,0,0,0,0
43,0,75.0,11,8,3,3,0,0,0,1
186,0,72.25,8,16,3,3,0,0,0,1
1,1,88.0,7,21,2,1,0,0,0,1
120,1,105.3,5,1,4,0,2,0,0,0
21,1,102.0,2,11,4,2,0,0,0,1
13,0,65.0,11,15,2,0,1,0,0,1
4,1,95.2,12,25,4,2,2,0,3,1
52,1,149.4,7,31,4,0,2,0,3,1
222,0,86.63,8,11,4,1,0,0,1,0
134,1,119.85,6,9,4,5,2,0,0,0
71,1,69.0,3,17,4,2,0,0,1,1
77,2,108.65,8,23,4,5,0,1,0,1
69,0,125.1,9,10,4,1,0,3,0,1
35,0,77.25,12,26,4,1,0,0,1,1
0,0,88.0,1,7,4,1,0,0,0,1
33,0,108.9,5,25,4,1,0,0,0,1
92,2,135.15,5,15,4,2,2,0,0,1
115,1,90.95,5,2,3,3,1,0,3,1
155,0,86.4,8,28,4,0,2,3,0,0
112,1,76.5,8,17,4,2,1,0,0,1
96,2,168.3,6,19,4,0,1,0,3,1
0,1,67.0,12,19,2,3,1,0,0,1
67,0,109.1,4,1,4,1,0,0,0,1
35,1,76.5,10,26,3,1,1,0,0,1
54,0,86.58,3,1,4,4,0,0,3,1
62,1,76.5,7,2,4,3,2,0,0,0
165,0,138.9,8,30,4,3,0,0,3,0
77,1,90.95,4,11,4,3,1,0,0,1
4,0,59.0,1,25,2,0,1,0,0,1
13,2,93.75,10,31,4,3,1,3,0,1
16,0,84.0,11,16,4,1,0,0,0,1
266,0,104.55,12,26,4,3,1,0,3,1
20,0,63.2,2,10,4,4,0,3,0,0
11,0,130.33,4,6,4,4,2,0,3,1
53,2,118.8,10,4,4,3,0,0,0,1
38,1,67.6,3,5,4,1,0,3,0,1
158,0,114.3,8,13,4,1,1,0,0,0
0,1,79.0,11,12,4,1,0,0,0,1
58,1,207.9,8,6,4,1,1,0,5,1
249,1,53.45,12,29,4,3,2,3,0,1
86,0,58.0,3,10,3,3,0,0,0,1
76,0,126.9,5,17,4,3,0,0,0,1
15,1,65.2,2,4,4,5,2,3,0,1
58,0,75.0,11,23,3,3,0,0,0,1
233,0,86.62,8,11,4,2,0,0,1,0
59,1,105.0,4,4,3,3,1,0,0,1
2,0,197.0,5,20,4,1,0,0,3,1
58,1,102.15,10,31,4,1,1,0,0,1
47,0,119.17,4,25,4,4,1,0,0,0
26,2,177.0,6,16,4,3,0,0,3,1
1,1,115.89,8,17,4,1,0,0,0,1
141,0,118.06,7,3,3,2,2,1,3,0
48,3,168.3,8,15,4,4,1,0,3,1
108,1,76.5,7,19,4,7,4,0,0,0
50,0,89.1,6,21,4,3,0,3,0,0
12,2,119.0,8,1,4,2,1,3,0,1
115,2,123.75,8,3,4,4,0,0,0,1
36,0,67.5,2,13,4,1,0,3,0,0
208,0,104.62,7,21,4,2,0,0,1,0
3,2,88.0,12,15,4,1,0,0,0,1
45,0,72.0,12,15,3,3,2,1,0,1
38,1,125.1,7,26,4,2,0,3,0,0
5,2,141.0,4,1,4,3,2,0,3,1
156,0,137.7,8,23,4,2,0,0,3,0
12,0,68.0,11,2,3,5,1,0,0,1
133,1,121.5,6,9,4,3,0,0,0,1
49,0,102.3,4,3,4,1,2,0,0,1
29,1,105.0,9,15,4,1,0,0,0,1
12,1,66.0,1,24,2,1,2,0,0,1
13,0,149.0,8,26,4,3,2,0,3,0
9,1,109.33,12,28,4,3,0,3,0,1
25,0,69.0,12,4,4,2,1,0,0,1
6,1,106.33,11,27,4,1,2,0,0,1
26,1,128.33,3,29,4,3,0,0,0,1
12,3,111.35,5,30,4,1,1,0,0,1
54,1,90.1,11,11,4,2,2,0,0,1
11,1,127.0,2,14,4,0,1,0,3,1
3,0,138.5,7,11,3,1,2,1,0,1
44,0,121.61,4,30,4,2,2,0,0,1
98,0,105.0,5,16,3,2,1,1,0,1
24,1,108.0,9,12,4,0,1,0,0,1
161,0,121.5,7,25,4,1,1,0,0,0
17,0,97.0,3,11,4,1,0,3,0,0
142,1,96.3,7,4,4,0,1,0,0,1
9,0,157.0,6,8,4,2,0,0,3,1
97,0,102.0,9,17,4,3,0,0,3,0
146,2,130.0,6,29,4,2,0,0,0,1
54,0,62.67,12,31,3,3,0,0,0,1
161,0,72.07,5,9,4,3,1,0,0,0
31,0,75.0,10,26,3,2,1,0,3,1
218,2,110.22,12,26,4,5,1,0,3,0
170,2,95.13,7,24,4,5,2,0,0,1
171,1,95.2,7,20,4,4,0,0,0,1
132,0,72.25,7,1,3,2,1,0,0,1
29,1,145.0,5,8,4,1,2,0,0,1
1,0,95.0,6,7,2,1,0,0,0,1
116,2,124.3,12,24,4,3,2,1,0,1
2,2,89.0,8,10,4,1,1,3,0,1
10,0,149.0,10,2,4,1,2,0,0,1
21,2,104.0,11,25,4,2,1,0,0,1
116,1,184.24,6,26,4,2,2,0,1,0
27,2,153.0,4,24,4,0,2,0,3,1
114,1,85.0,2,26,3,4,2,0,0,1
47,2,105.5,11,5,4,2,0,0,1,1
210,0,72.25,8,15,3,5,2,0,0,1
258,1,106.2,9,29,4,1,0,0,0,0
187,1,86.5,7,7,4,2,0,0,1,0
3,2,85.03,2,12,4,2,1,0,1,1
4,1,65.0,9,19,2,2,1,0,0,1
48,1,139.5,10,9,4,0,2,0,3,0
55,1,93.5,3,19,4,2,2,0,0,1
51,3,108.0,10,9,4,0,2,3,0,1
23,0,55.0,12,4,3,2,2,0,0,1
60,2,152.1,7,9,4,1,0,0,3,1
33,0,121.5,3,26,4,1,1,0,0,0
9,1,147.3,8,6,3,1,0,0,3,1
73,2,85.0,4,16,4,2,2,3,0,1
308,2,78.3,11,23,4,3,0,0,0,0
38,1,61.07,2,26,4,2,1,3,0,1
47,1,101.7,6,21,4,3,0,0,0,1
95,0,79.56,7,15,3,2,2,0,0,1
212,0,78.0,5,20,3,3,2,0,0,1
16,2,111.75,10,1,4,3,1,0,0,1
57,0,112.2,4,21,4,3,2,0,3,0
28,0,94.35,6,13,4,1,1,0,0,0
116,0,190.8,10,15,4,4,2,0,5,0
21,0,108.2,3,14,3,3,1,1,3,1
98,1,78.35,8,14,4,2,2,3,0,1
35,0,129.87,6,27,4,2,1,0,3,0
3,0,0.0,6,27,1,0,1,0,0,1
190,1,175.1,9,30,4,2,2,0,5,0
0,2,93.5,7,23,4,1,0,0,3,1
55,0,92.0,4,6,3,1,0,1,3,1
105,0,119.85,5,22,4,2,2,0,0,0
15,0,70.0,12,27,3,5,1,0,0,1
30,1,96.3,10,12,4,3,1,0,0,1
116,1,88.4,12,23,4,4,2,0,0,1
36,0,135.9,7,11,4,1,1,0,0,1
26,0,99.2,3,30,2,2,0,0,0,1
3,0,153.0,8,13,4,1,0,3,5,1
11,2,81.0,8,28,4,2,0,3,0,1
243,2,116.45,10,30,4,3,2,0,0,0
16,2,117.5,12,2,4,2,0,0,3,1
247,0,87.0,6,6,4,1,1,1,0,0
273,0,94.5,6,24,4,2,1,0,0,0
33,0,41.43,11,7,3,5,2,0,0,1
91,1,118.8,10,8,4,2,2,0,0,0
32,0,126.9,5,8,4,1,2,0,0,0
37,0,71.25,10,29,3,3,1,0,3,1
19,2,187.0,7,3,4,2,2,0,3,1
39,1,165.06,8,26,4,3,2,1,0,0
4,1,146.0,6,7,4,4,0,0,3,1
3,1,79.0,12,12,2,0,1,0,0,1
30,0,65.0,9,6,2,1,2,0,0,1
5,0,125.0,9,30,3,3,0,1,0,1
90,0,105.3,7,13,4,1,0,0,0,0
77,2,149.4,9,19,4,3,1,0,3,1
55,2,159.3,4,29,4,2,0,0,0,1
386,0,90.0,10,23,3,0,2,1,0,1
10,0,63.75,10,22,3,3,1,0,3,1
54,1,96.0,11,11,4,2,1,0,0,1
93,1,72.25,7,10,3,3,2,0,0,1
98,0,73.95,3,17,4,3,2,0,0,1
129,0,72.75,3,25,4,2,0,3,0,1
39,0,147.6,11,7,4,3,1,0,0,0
21,3,119.0,9,25,4,0,1,3,0,1
101,1,134.1,8,20,4,1,1,0,0,1
27,1,177.0,6,18,4,1,1,0,3,1
23,0,50.0,12,4,2,2,2,0,0,1
8,2,220.0,12,30,2,2,1,0,6,1
123,0,68.0,10,28,3,2,2,0,0,1
0,0,83.03,3,8,4,1,0,0,1,1
29,2,155.64,5,19,4,3,2,0,3,1
80,0,75.0,9,26,3,2,1,0,0,0
66,2,130.5,7,24,4,0,2,0,0,1
22,1,114.5,9,16,4,4,0,0,0,1
130,1,94.5,5,22,4,1,2,3,0,1
41,1,121.73,4,28,4,3,1,0,0,1
82,1,112.1,8,14,4,2,2,0,0,1
29,0,64.8,3,23,3,3,0,3,0,1
79,2,126.0,12,27,4,1,0,0,3,1
125,2,102.8,6,19,4,1,2,0,3,1
40,0,85.5,10,10,3,2,1,0,0,1
47,0,55.24,1,30,4,2,2,0,0,1
88,1,77.35,3,20,4,3,2,0,0,1
43,2,74.61,11,14,4,3,1,0,3,1
64,1,69.5,2,9,4,3,0,0,1,1
221,0,86.75,8,10,4,3,0,0,1,0
9,0,65.0,11,11,2,1,0,0,0,1
119,0,140.4,5,27,4,2,1,0,3,0
64,0,121.5,7,24,4,2,2,0,0,0
6,0,68.0,11,27,3,4,2,0,0,1
118,1,96.78,10,27,4,3,1,0,3,1
7,2,91.0,11,16,4,0,1,0,0,1
148,0,99.45,5,6,4,3,2,0,0,1
0,0,67.0,11,24,2,1,0,0,0,1
47,1,126.9,6,2,4,1,0,0,0,1
4,3,128.0,8,17,4,1,1,0,0,1
12,0,135.0,10,3,4,1,1,3,0,0
88,1,140.0,12,6,4,5,0,0,3,1
30,3,109.0,9,7,4,1,0,0,0,1
39,1,88.0,12,9,4,2,0,3,0,1
166,1,94.5,8,6,4,1,2,3,0,1
70,2,61.56,4,2,4,3,2,0,0,1
40,1,145.98,9,26,4,4,1,0,3,1
2,1,94.35,11,14,4,3,1,0,0,1
24,1,97.67,3,11,4,2,1,0,0,0
81,0,89.25,9,16,4,4,2,0,0,1
65,0,214.83,6,10,4,7,3,0,5,0
131,1,92.83,6,26,4,3,2,0,1,1
55,0,80.0,4,6,3,1,0,0,0,1
205,1,92.01,8,20,4,6,2,0,0,1
11,0,111.35,6,2,4,1,0,0,0,0
157,1,68.0,12,8,3,3,0,0,0,1
64,0,143.1,6,9,4,2,0,0,0,0
20,1,110.0,10,25,4,3,0,3,0,1
32,2,109.0,10,29,4,1,0,3,0,1
118,0,6.0,6,6,4,2,1,0,0,1
40,0,94.5,6,21,4,3,0,0,0,1
33,0,95.0,1,25,2,2,1,0,0,1
4,0,233.33,10,28,4,2,1,0,5,0
0,0,90.0,8,4,4,1,0,0,0,1
145,0,60.98,3,19,4,1,2,3,0,1
17,1,103.39,2,19,4,15,6,0,3,0
7,1,112.5,6,12,4,2,2,0,0,1
41,0,110.0,9,4,3,1,0,1,0,1
91,0,67.95,3,21,4,3,1,3,0,1
45,0,95.74,11,1,4,8,2,0,0,0
1,0,104.0,4,23,4,1,1,3,0,1
30,1,109.1,9,25,4,0,2,0,0,1
106,1,118.8,10,7,4,2,1,0,0,0
180,0,85.5,8,26,4,2,0,3,0,0
160,2,200.7,10,13,4,3,2,0,3,0
35,1,175.5,10,15,4,1,1,0,3,1
157,2,155.7,8,10,4,2,0,0,0,0
17,0,92.67,12,8,4,3,0,3,0,1
63,1,126.0,4,2,4,1,1,0,3,1
0,1,0.0,9,9,1,1,0,0,3,1
8,0,98.0,4,20,2,1,0,0,0,1
9,0,56.0,3,2,3,2,0,0,0,1
119,1,99.3,4,29,4,2,1,0,0,1
99,0,60.67,12,30,3,3,0,0,3,1
107,0,76.5,8,12,4,1,0,0,0,1
221,0,77.5,10,17,3,1,2,0,0,1
29,1,64.67,12,1,4,3,1,0,0,1
18,1,191.0,12,23,4,2,1,0,3,1
144,1,81.08,7,25,4,1,1,0,0,1
3,0,90.0,9,9,2,2,0,0,0,1
68,0,116.1,5,10,4,3,0,3,0,0
0,0,139.0,6,2,4,1,0,0,0,1
86,1,95.85,3,26,4,3,2,0,0,1
185,0,89.25,8,13,4,5,2,3,0,0
2,1,45.0,4,5,2,1,0,0,0,1
210,0,167.95,8,2,4,4,0,0,5,0
8,2,240.0,8,10,4,2,0,0,5,1
143,1,97.54,8,18,4,1,0,0,1,1
54,3,109.8,8,30,4,4,0,0,0,1
129,2,151.84,8,3,4,5,2,0,3,1
87,0,90.0,9,11,2,1,0,0,0,0
156,2,96.3,7,2,4,1,2,0,0,1
240,1,95.63,9,3,4,2,2,0,0,0
141,1,123.8,9,23,4,2,0,0,0,1
2,1,102.8,8,19,4,4,1,0,0,1
22,1,105.64,9,15,4,3,1,0,3,1
275,0,106.2,10,1,4,1,2,0,0,0
0,1,123.0,10,22,4,1,0,3,0,1
112,2,92.65,8,24,3,4,0,0,4,1
41,0,159.3,3,25,4,2,0,0,3,0
210,1,90.95,8,15,4,3,1,0,0,1
135,2,119.85,6,16,4,3,1,0,0,1
41,0,85.0,10,24,3,3,1,0,0,1
15,2,123.0,12,30,4,4,1,0,3,1
11,1,139.0,6,30,4,3,0,3,0,0
97,0,82.45,8,4,3,5,2,0,3,1
50,0,72.9,1,29,4,2,1,0,0,0
17,2,158.0,9,25,4,2,2,0,0,1
8,0,73.15,9,1,4,2,0,0,0,1
35,1,75.0,10,26,3,2,1,0,3,1
0,2,121.0,7,29,4,1,0,0,0,1
41,1,66.72,3,16,3,7,2,0,3,1
25,0,0.0,11,11,1,2,0,0,0,1
9,0,95.0,11,14,4,2,1,3,0,0
16,1,102.0,1,27,4,1,0,0,0,1
216,1,78.3,12,4,4,1,2,0,0,1
53,1,88.4,11,21,4,4,1,0,0,1
58,0,132.3,10,13,4,3,0,0,3,0
65,0,159.3,8,29,4,3,1,0,3,0
144,0,140.7,8,17,4,4,2,0,3,0
63,1,174.6,8,30,4,2,0,1,3,1
248,0,106.0,10,31,2,2,1,0,4,0
12,1,152.0,9,17,4,1,0,0,0,0
71,1,82.45,3,28,4,3,1,0,0,1
0,0,120.0,10,12,3,1,0,0,0,1
89,0,96.3,4,12,4,3,0,0,0,1
59,0,67.5,3,9,4,2,0,3,0,0
75,0,75.0,11,29,3,5,0,0,0,1
70,0,87.3,4,2,4,1,2,0,0,0
41,0,139.95,9,4,3,2,2,0,4,1
208,2,80.24,6,11,3,2,2,0,0,1
120,1,159.3,6,2,4,3,0,0,3,0
78,0,96.3,4,8,4,2,1,0,0,1
52,0,63.75,3,9,4,4,0,3,0,0
24,0,78.0,8,19,4,3,2,0,0,0
70,1,84.15,3,28,3,3,1,0,0,1
6,0,94.0,11,8,2,1,0,0,3,1
22,1,80.3,1,28,4,3,0,0,0,1
17,1,126.0,10,5,4,0,1,0,0,1
30,1,122.85,8,29,4,1,1,0,0,1
20,1,112.25,8,29,4,3,1,3,0,1
172,1,114.41,8,10,3,4,0,0,3,0
148,0,90.9,8,22,4,4,1,3,0,0
64,1,115.77,3,28,4,4,1,0,3,1
161,0,128.7,5,19,4,3,0,0,3,0
13,1,87.78,10,25,4,3,0,3,0,1
26,1,123.5,4,11,4,3,1,0,3,1
49,0,62.8,3,24,3,3,1,3,0,1
7,3,79.0,12,19,2,3,1,0,0,1
115,1,77.18,8,3,4,4,0,0,0,1
0,0,148.67,8,13,4,3,0,0,0,0
23,1,92.0,8,31,4,4,1,0,0,1
47,1,107.1,7,3,4,2,2,3,0,1
131,1,103.5,7,7,4,1,0,3,0,1
1,0,146.0,7,21,4,1,0,0,3,1
211,1,88.5,8,13,4,1,2,3,0,1
96,1,88.4,12,7,4,4,0,0,0,1
57,2,108.8,3,21,4,3,1,0,0,1
133,1,74.67,3,11,3,2,1,0,0,1
63,1,97.2,11,4,4,2,0,0,0,0
119,1,71.0,4,4,3,3,1,0,0,1
8,0,214.6,3,18,4,3,2,0,5,0
19,1,98.0,10,26,2,1,0,0,0,1
16,1,131.0,4,8,4,2,0,0,3,1
3,2,122.0,8,18,4,2,0,0,0,1
102,0,79.29,6,25,3,10,4,0,0,0
0,0,136.0,9,13,4,4,2,0,0,1
204,0,90.0,5,5,3,3,0,0,0,0
67,0,105.0,11,25,3,2,0,0,0,1
2,2,209.5,9,30,4,2,0,0,3,1
37,1,84.45,1,12,4,2,0,0,3,1
28,2,110.0,10,28,4,2,0,3,0,1
10,1,93.0,2,9,4,2,0,0,0,0
86,1,121.14,10,22,4,3,2,0,3,0
132,1,105.37,7,22,4,4,2,0,0,1
205,1,95.5,10,20,4,3,0,0,0,0
0,1,129.0,6,3,4,1,0,3,0,1
6,0,103.64,6,26,4,3,2,0,0,0
47,2,156.6,11,25,4,2,0,0,5,1
31,2,129.0,10,27,4,3,0,0,0,1
0,0,127.0,2,15,4,0,1,0,3,1
65,1,68.85,7,10,4,2,0,0,0,0
142,0,85.0,12,17,4,4,2,0,0,0
36,0,75.0,11,1,3,3,0,0,0,1
84,0,132.6,5,24,4,4,0,0,3,0
5,0,79.33,11,17,4,4,2,3,0,0
85,2,134.1,8,16,4,5,0,0,0,1
6,2,95.0,12,10,4,1,0,3,0,1
7,0,119.0,6,4,4,1,1,3,0,1
176,0,125.1,9,8,4,3,0,0,0,0
44,2,149.4,9,25,4,2,2,0,3,1
5,1,65.0,12,12,2,0,1,0,0,1
85,0,71.0,2,3,4,4,1,0,0,1
12,0,38.67,3,28,3,2,1,0,0,0
86,1,123.3,10,25,4,4,0,0,3,1
70,0,227.9,10,20,4,3,1,0,5,0
8,0,56.0,3,1,3,3,0,0,0,1
25,1,129.0,10,3,4,1,1,3,0,0
35,1,70.03,2,25,4,3,0,3,0,1
22,1,87.0,11,14,4,1,1,0,0,1
0,1,115.0,5,23,3,0,1,0,0,1
79,2,128.7,4,15,4,2,1,0,0,1
147,2,85.5,10,27,4,1,0,0,0,0
59,0,137.7,4,8,4,2,1,0,3,1
4,0,90.0,10,19,4,0,1,0,0,1
65,2,103.5,3,28,4,2,1,0,0,1
96,1,0.0,8,2,1,3,0,0,0,1
78,2,114.3,7,12,4,4,0,0,0,1
132,0,105.83,7,5,4,4,0,0,0,0
70,2,68.0,3,16,4,4,0,3,0,1
13,0,179.5,3,26,4,2,2,0,3,0
4,0,65.0,10,18,2,1,2,0,0,1
102,0,80.0,10,16,4,2,0,1,0,0
122,0,121.5,7,27,4,1,0,0,0,0
49,0,160.65,6,22,4,2,0,1,0,0
52,0,48.4,3,7,3,4,1,0,0,1
56,1,123.3,3,29,4,3,0,0,3,0
115,1,76.5,7,29,4,5,2,0,0,1
17,1,142.63,11,9,4,4,0,0,0,1
0,1,95.4,3,13,4,1,2,0,3,1
1,0,129.0,5,24,4,1,0,3,0,1
4,2,140.0,10,29,4,1,0,3,0,1
229,0,89.25,10,22,4,2,2,0,0,0
172,1,72.84,7,18,4,5,2,0,0,1
87,0,72.25,7,11,3,6,3,0,0,1
243,0,95.4,9,9,4,2,1,3,0,0
62,0,75.0,11,21,3,3,1,0,0,1
256,0,90.95,8,31,4,4,0,0,0,0
150,1,0.0,4,9,4,1,2,3,1,1
5,0,95.0,4,11,0,3,1,0,0,1
33,0,63.0,11,20,3,1,2,3,0,1
5,1,133.1,5,28,4,2,2,0,3,1
118,1,85.5,7,19,4,0,2,0,0,0
150,0,80.1,10,30,4,0,2,3,0,0
97,3,121.14,10,22,4,3,2,0,3,1
43,2,108.0,10,10,4,2,1,3,0,1
64,2,144.9,9,18,4,1,2,0,0,1
152,2,184.34,7,30,4,11,5,1,0,0
71,0,51.96,7,11,4,1,0,3,0,1
0,0,0.0,12,31,1,1,0,3,2,1
359,1,78.0,10,14,3,3,2,0,0,1
1,0,89.0,8,10,4,3,1,0,0,1
90,2,72.25,11,24,4,5,2,0,0,1
11,0,94.6,9,13,4,2,2,0,0,1
12,0,101.0,4,8,4,1,0,0,0,1
213,1,108.95,8,2,4,5,0,0,0,0
51,1,132.9,7,18,4,2,1,0,0,1
0,1,201.16,9,21,4,1,0,0,5,1
44,1,66.5,2,8,4,3,1,0,1,0
17,0,133.5,4,6,4,4,0,0,3,0
55,1,59.28,2,5,4,2,1,0,0,1
8,0,124.0,3,11,4,2,1,0,3,0
35,1,104.85,10,17,4,1,1,0,0,1
15,1,73.15,9,5,4,1,1,0,0,1
104,0,97.33,4,28,4,3,1,0,0,0
26,1,120.12,5,20,4,2,0,0,3,1
89,2,55.63,11,28,4,1,2,0,0,1
59,0,80.0,1,28,3,1,0,0,0,1
28,2,224.1,9,30,4,2,0,0,5,1
4,1,80.3,1,12,4,3,0,0,0,1
3,0,76.8,2,18,3,3,0,0,0,1
23,1,0.0,12,8,4,0,0,0,3,1
64,0,65.0,2,7,3,1,2,0,0,1
68,0,80.3,2,26,4,2,1,0,0,1
20,2,124.0,9,22,4,3,0,0,0,1
12,0,89.0,7,20,4,1,0,3,0,0
117,1,131.4,8,24,4,5,2,0,3,0
126,2,118.8,10,8,4,1,1,0,0,1
76,0,82.45,3,18,4,2,2,0,0,1
5,0,70.84,2,23,4,2,0,0,0,1
199,2,94.51,7,23,4,6,3,0,3,1
0,2,0.0,3,17,1,1,0,0,3,1
32,2,115.2,3,22,4,1,0,0,0,1
40,0,139.5,10,5,4,2,0,0,3,0
163,2,104.4,10,26,4,4,0,0,3,0
171,1,93.84,7,25,4,3,1,0,3,1
29,0,85.0,10,25,3,3,0,0,0,1
81,0,96.3,3,3,4,3,0,0,3,0
158,0,138.83,8,14,4,4,2,1,0,0
83,0,75.0,12,11,3,1,2,0,0,1
40,1,135.33,11,7,4,2,1,3,0,1
57,1,105.3,7,12,4,1,0,0,0,1
48,2,98.87,6,8,4,3,0,0,3,1
3,0,150.8,2,27,4,6,4,1,3,0
59,3,189.0,4,22,4,2,1,1,3,1
83,0,59.6,3,7,4,1,1,3,0,1
69,0,120.0,6,12,4,4,2,0,0,0
19,2,82.39,10,5,4,0,1,0,0,1
134,0,109.8,7,4,4,1,1,0,0,1
1,2,78.0,12,14,4,3,0,3,0,1
7,0,104.0,6,1,2,2,0,0,0,1
60,3,105.4,12,23,4,2,2,0,0,1
47,1,63.75,12,20,4,2,2,3,0,1
27,0,64.8,1,5,3,1,0,3,0,1
48,1,119.85,5,7,4,4,2,0,0,1
9,2,109.0,8,31,4,4,1,0,0,0
0,1,0.0,9,20,1,3,2,0,0,1
4,1,77.25,12,19,4,1,0,0,1,1
6,0,212.72,11,9,4,4,0,0,5,0
107,1,76.69,12,21,4,5,2,3,0,1
98,1,95.0,5,3,3,4,0,0,0,1
5,0,65.0,11,14,2,0,1,0,0,1
81,1,85.0,11,29,4,0,1,0,0,0
4,0,110.0,10,10,0,2,1,0,3,1
77,1,107.1,7,5,4,2,0,3,0,1
107,1,118.8,9,5,4,3,1,3,0,0
9,0,86.0,12,16,4,1,0,0,0,1
20,1,174.0,9,16,4,2,0,0,3,1
2,2,121.0,8,2,4,1,0,0,0,1
8,1,127.0,8,28,4,0,2,3,0,1
230,4,96.3,10,16,4,1,2,0,0,1
19,1,145.0,9,5,4,1,1,0,3,0
105,0,96.3,4,17,4,1,2,0,3,1
90,3,127.71,12,26,4,3,1,0,3,1
0,0,170.0,9,26,1,1,1,0,0,1
49,1,65.75,2,22,4,3,1,3,0,1
48,0,158.4,10,15,4,2,2,0,3,1
16,1,89.89,12,3,4,2,2,0,0,1
128,2,163.2,7,1,4,4,2,0,5,1
22,0,166.0,8,21,4,2,2,0,3,0
76,1,93.6,11,3,4,3,0,0,0,0
165,2,72.25,7,31,3,4,2,0,0,0
45,0,119.5,10,26,4,2,0,3,0,1
158,1,90.0,11,25,4,2,0,0,0,0
7,0,101.0,4,3,4,1,2,0,0,0
71,1,88.4,11,19,4,2,2,0,0,0
265,0,90.0,6,24,3,2,0,1,0,1
32,0,161.33,10,15,4,1,2,0,3,0
32,1,85.5,11,2,4,0,1,3,0,1
12,0,67.0,10,12,2,1,0,0,0,1
7,0,97.0,5,16,4,0,1,0,0,1
42,2,88.0,11,2,4,1,0,3,0,1
84,1,105.4,4,27,4,4,0,0,0,1
19,0,89.0,9,12,4,0,1,3,0,1
0,1,0.0,3,22,1,1,0,0,0,1
1,0,0.0,11,10,1,1,0,0,0,1
119,2,151.2,10,16,4,3,2,0,3,1
50,0,126.9,5,21,4,1,0,0,0,0
49,2,83.8,12,8,4,3,1,3,0,1
83,1,77.0,7,15,4,2,0,3,0,1
4,1,124.0,9,4,4,2,0,0,0,1
50,0,114.09,11,5,4,1,2,0,0,0
23,1,77.25,1,29,4,2,1,0,1,1
2,2,160.0,10,8,4,1,1,0,0,1
1,0,90.0,9,9,2,3,0,0,0,1
53,1,135.9,9,15,4,1,0,0,0,1
55,1,131.4,12,30,4,1,0,0,3,1
140,3,128.7,7,2,4,1,1,0,3,1
50,1,94.5,10,21,4,2,0,0,0,1
20,1,68.85,11,11,4,5,2,0,0,1
34,1,74.8,11,20,4,10,5,3,0,0
9,0,88.27,1,20,4,9,2,0,0,1
147,0,106.2,6,1,4,3,0,0,0,0
45,1,134.1,7,5,4,1,0,0,0,1
54,0,83.73,3,16,4,4,0,0,0,0
322,0,100.8,9,1,4,3,0,0,0,0
9,0,74.8,12,16,4,4,2,3,0,1
17,0,136.0,2,9,4,2,0,0,0,0
281,1,68.07,12,28,4,4,2,0,0,1
18,1,116.75,9,11,4,2,2,0,0,0
1,1,81.0,8,7,4,2,0,3,0,1
5,1,104.0,11,10,4,3,0,0,0,1
65,1,118.8,4,24,4,0,2,0,3,1
59,1,75.0,11,14,3,2,1,0,0,1
53,0,137.7,4,7,4,3,0,0,3,1
203,2,102.85,12,29,4,3,1,0,3,1
40,2,183.9,6,27,4,2,1,0,5,1
47,2,103.05,10,1,4,3,1,0,0,1
3,1,31.0,2,26,2,1,0,0,0,1
13,1,173.67,6,2,4,3,0,0,3,1
10,1,74.8,12,23,4,2,2,3,0,1
132,1,113.4,10,8,4,3,2,0,0,0
15,0,119.0,12,3,4,1,2,1,0,1
4,2,87.3,1,8,4,1,0,0,0,1
182,1,144.5,12,27,4,4,0,0,5,0
186,0,84.43,9,10,4,6,4,3,0,0
96,1,121.8,4,10,4,1,2,0,0,1
214,1,105.3,8,4,4,2,0,0,3,0
4,0,90.0,5,20,2,1,0,0,3,0
0,1,65.0,3,9,2,1,0,0,0,1
82,1,121.55,4,16,4,2,2,0,3,0
6,1,91.44,4,22,4,3,2,0,0,1
38,0,85.0,3,12,3,1,2,0,0,1
254,0,119.7,9,23,4,2,0,0,0,0
19,2,121.2,12,28,4,5,2,0,3,1
1,1,116.0,3,8,4,1,0,0,3,1
200,1,96.9,8,9,3,3,0,0,0,0
122,2,75.9,11,14,4,3,1,3,0,0
17,1,151.0,6,30,4,3,0,0,0,0
